cleaning log files...
loading spack
loading fdapde_devel environment
Eigen library found at /home/u10656115/.spack/packages/linux-cascadelake/eigen-3.4.0-hklx4lp26fdlaepysl2vcl6zyvtf5cag
compiling...
launching executable...
n_obs_per_clust: 20
n_clust:         3
N:               10
valori lamda:
1e-08 , 1e-08
1e-08 , 1.25893e-08
1e-08 , 1.58489e-08
1e-08 , 1.99526e-08
1e-08 , 2.51189e-08
1e-08 , 3.16228e-08
1e-08 , 3.98107e-08
1e-08 , 5.01187e-08
1e-08 , 6.30957e-08
1e-08 , 7.94328e-08
1e-08 , 1e-07
1e-08 , 1.25893e-07
1e-08 , 1.58489e-07
1e-08 , 1.99526e-07
1e-08 , 2.51189e-07
1e-08 , 3.16228e-07
1e-08 , 3.98107e-07
1e-08 , 5.01187e-07
1e-08 , 6.30957e-07
1e-08 , 7.94328e-07
1e-08 , 1e-06
1e-08 , 1.25893e-06
1e-08 , 1.58489e-06
1e-08 , 1.99526e-06
1e-08 , 2.51189e-06
1e-08 , 3.16228e-06
1e-08 , 3.98107e-06
1e-08 , 5.01187e-06
1e-08 , 6.30957e-06
1e-08 , 7.94328e-06
1e-08 , 1e-05
1e-08 , 1.25893e-05
1e-08 , 1.58489e-05
1e-08 , 1.99526e-05
1e-08 , 2.51189e-05
1e-08 , 3.16228e-05
1e-08 , 3.98107e-05
1e-08 , 5.01187e-05
1e-08 , 6.30957e-05
1e-08 , 7.94328e-05
1.25893e-08 , 1e-08
1.25893e-08 , 1.25893e-08
1.25893e-08 , 1.58489e-08
1.25893e-08 , 1.99526e-08
1.25893e-08 , 2.51189e-08
1.25893e-08 , 3.16228e-08
1.25893e-08 , 3.98107e-08
1.25893e-08 , 5.01187e-08
1.25893e-08 , 6.30957e-08
1.25893e-08 , 7.94328e-08
1.25893e-08 , 1e-07
1.25893e-08 , 1.25893e-07
1.25893e-08 , 1.58489e-07
1.25893e-08 , 1.99526e-07
1.25893e-08 , 2.51189e-07
1.25893e-08 , 3.16228e-07
1.25893e-08 , 3.98107e-07
1.25893e-08 , 5.01187e-07
1.25893e-08 , 6.30957e-07
1.25893e-08 , 7.94328e-07
1.25893e-08 , 1e-06
1.25893e-08 , 1.25893e-06
1.25893e-08 , 1.58489e-06
1.25893e-08 , 1.99526e-06
1.25893e-08 , 2.51189e-06
1.25893e-08 , 3.16228e-06
1.25893e-08 , 3.98107e-06
1.25893e-08 , 5.01187e-06
1.25893e-08 , 6.30957e-06
1.25893e-08 , 7.94328e-06
1.25893e-08 , 1e-05
1.25893e-08 , 1.25893e-05
1.25893e-08 , 1.58489e-05
1.25893e-08 , 1.99526e-05
1.25893e-08 , 2.51189e-05
1.25893e-08 , 3.16228e-05
1.25893e-08 , 3.98107e-05
1.25893e-08 , 5.01187e-05
1.25893e-08 , 6.30957e-05
1.25893e-08 , 7.94328e-05
1.58489e-08 , 1e-08
1.58489e-08 , 1.25893e-08
1.58489e-08 , 1.58489e-08
1.58489e-08 , 1.99526e-08
1.58489e-08 , 2.51189e-08
1.58489e-08 , 3.16228e-08
1.58489e-08 , 3.98107e-08
1.58489e-08 , 5.01187e-08
1.58489e-08 , 6.30957e-08
1.58489e-08 , 7.94328e-08
1.58489e-08 , 1e-07
1.58489e-08 , 1.25893e-07
1.58489e-08 , 1.58489e-07
1.58489e-08 , 1.99526e-07
1.58489e-08 , 2.51189e-07
1.58489e-08 , 3.16228e-07
1.58489e-08 , 3.98107e-07
1.58489e-08 , 5.01187e-07
1.58489e-08 , 6.30957e-07
1.58489e-08 , 7.94328e-07
1.58489e-08 , 1e-06
1.58489e-08 , 1.25893e-06
1.58489e-08 , 1.58489e-06
1.58489e-08 , 1.99526e-06
1.58489e-08 , 2.51189e-06
1.58489e-08 , 3.16228e-06
1.58489e-08 , 3.98107e-06
1.58489e-08 , 5.01187e-06
1.58489e-08 , 6.30957e-06
1.58489e-08 , 7.94328e-06
1.58489e-08 , 1e-05
1.58489e-08 , 1.25893e-05
1.58489e-08 , 1.58489e-05
1.58489e-08 , 1.99526e-05
1.58489e-08 , 2.51189e-05
1.58489e-08 , 3.16228e-05
1.58489e-08 , 3.98107e-05
1.58489e-08 , 5.01187e-05
1.58489e-08 , 6.30957e-05
1.58489e-08 , 7.94328e-05
1.99526e-08 , 1e-08
1.99526e-08 , 1.25893e-08
1.99526e-08 , 1.58489e-08
1.99526e-08 , 1.99526e-08
1.99526e-08 , 2.51189e-08
1.99526e-08 , 3.16228e-08
1.99526e-08 , 3.98107e-08
1.99526e-08 , 5.01187e-08
1.99526e-08 , 6.30957e-08
1.99526e-08 , 7.94328e-08
1.99526e-08 , 1e-07
1.99526e-08 , 1.25893e-07
1.99526e-08 , 1.58489e-07
1.99526e-08 , 1.99526e-07
1.99526e-08 , 2.51189e-07
1.99526e-08 , 3.16228e-07
1.99526e-08 , 3.98107e-07
1.99526e-08 , 5.01187e-07
1.99526e-08 , 6.30957e-07
1.99526e-08 , 7.94328e-07
1.99526e-08 , 1e-06
1.99526e-08 , 1.25893e-06
1.99526e-08 , 1.58489e-06
1.99526e-08 , 1.99526e-06
1.99526e-08 , 2.51189e-06
1.99526e-08 , 3.16228e-06
1.99526e-08 , 3.98107e-06
