"","V1","V2","V3","V4"
"12520",5140,5488,22822,5517
"12521",4065,4222,4513,4388
"12522",21326,21738,22837,22696
"12523",21171,21737,23202,22653
"12524",7004,7463,22820,21179
"12525",10994,11097,23824,11219
"12526",4674,4202,18103,4580
"12527",4108,18115,21467,4724
"12528",4565,4337,21467,4804
"12529",18083,17984,18103,4202
"12530",18380,18314,22822,18444
"12531",19080,11546,18862,11583
"12532",6841,6736,6953,7298
"12533",18205,4674,18308,18202
"12534",21034,20873,18680,20871
"12535",22161,22654,24728,24526
"12536",5087,4935,5360,5278
"12537",4438,4228,22941,22936
"12538",4506,4187,21467,4337
"12539",4580,4440,4513,4730
"12540",4337,4690,21467,4804
"12541",4580,4202,4513,4440
"12542",4440,4202,4513,3996
"12543",4337,4108,21467,4147
"12544",4580,18177,4513,18149
"12545",21722,10816,22857,21917
"12546",4909,4950,21467,4777
"12547",4337,4187,21467,4108
"12548",4222,4320,4185,4562
"12549",4388,4513,4916,4562
"12550",4602,4388,4916,4562
"12551",12348,11945,19283,19229
"12552",18380,18447,22822,18287
"12553",22161,22023,24728,22654
"12554",1770,21883,23672,22719
"12555",9856,9845,22794,9746
"12556",5202,5180,22852,22804
"12557",22655,22634,24101,23976
"12558",12766,12784,22374,22119
"12559",6494,6298,22805,21351
"12560",6736,6578,5457,5611
"12561",22838,23077,24728,23576
"12562",10956,11071,11454,11813
"12563",18393,6368,22809,18498
"12564",17787,17683,17795,17681
"12565",18757,18639,6799,18666
"12566",5384,6485,6951,6696
"12567",21326,21540,22837,21738
"12568",5202,5138,22852,4945
"12569",4066,17907,17940,17843
"12570",11378,9191,11367,21455
"12571",7371,6866,22400,7402
"12572",19471,19355,21463,19383
"12573",7847,21901,22914,22040
"12574",13213,13168,23574,22404
"12575",21600,22227,23576,23074
"12576",11717,11849,11208,11454
"12577",5158,4800,5271,4776
"12578",7342,7463,6996,7119
"12579",18726,18665,6951,18721
"12580",18885,11916,11740,11812
"12581",13267,13353,22819,22408
"12582",9656,9747,23967,23328
"12583",6074,5992,22041,6086
"12584",5178,4971,5264,5202
"12585",3694,3426,23334,3770
"12586",11206,11704,11713,11433
"12587",18314,18380,22822,18256
"12588",7440,7501,24728,7751
"12589",4674,18287,5140,18309
"12590",21180,21629,23282,21977
"12591",18639,18653,18666,18757
"12592",18725,18726,6951,18721
"12593",9248,9285,23989,9131
"12594",22023,7398,24728,23621
"12595",12096,11231,11451,12021
"12596",7539,7559,22801,7586
"12597",13393,13353,22819,13350
"12598",8355,8359,25022,24103
"12599",11931,11916,19103,19194
"12600",4894,4381,22822,21454
"12601",4935,4916,5278,5087
"12602",13350,13385,22855,22819
"12603",3865,3733,4017,3631
"12604",5318,5611,5457,5626
"12605",21809,21997,24112,24027
"12606",16864,16906,22980,9
"12607",7173,6606,7350,6777
"12608",16753,16804,21999,16612
"12609",18287,18464,5488,18309
"12610",6867,7145,21932,7104
"12611",5192,5416,6435,6188
"12612",14416,14522,22861,14631
"12613",11512,10937,22815,21462
"12614",10257,9968,23341,21290
"12615",18458,18584,22818,18639
"12616",19229,12348,21463,19283
"12617",12348,12528,21463,13284
"12618",4861,4541,4897,4964
"12619",19383,19455,21463,19517
"12620",19283,12348,21463,13284
"12621",13878,19455,21463,13284
"12622",6670,7233,7088,6778
"12623",8407,7004,7119,7350
"12624",22404,22174,22817,22707
"12625",7440,7751,24728,22161
"12626",22486,22271,23819,23638
"12627",7624,21581,22801,21977
"12628",4776,5158,5197,5271
"12629",5278,5470,22818,22407
"12630",7021,7518,6743,6902
"12631",5713,6606,6656,5639
"12632",7398,7440,24728,23621
"12633",9907,9636,23715,9787
"12634",18256,18287,22822,21454
"12635",18571,18583,5470,18676
"12636",4935,4973,5470,5278
"12637",6801,18722,22820,18724
"12638",5470,5621,22821,5658
"12639",18583,5470,22821,22407
"12640",6801,5621,22821,5470
"12641",18724,18676,22821,18643
"12642",6708,6673,5360,6564
"12643",18885,18863,18908,11274
"12644",15513,15141,22411,15241
"12645",7386,7148,7269,6909
"12646",15457,15314,24379,15499
"12647",5516,5087,5358,5414
"12648",14371,14447,22837,21474
"12649",5626,6841,5598,5510
"12650",8355,24103,25022,24312
"12651",9804,9734,23265,9732
"12652",6564,5516,5360,5278
"12653",13365,13353,22408,13406
"12654",15513,15561,22411,15213
"12655",18625,18678,6970,18541
"12656",18727,18722,6852,18724
"12657",5517,5384,22822,4894
"12658",5713,5526,5271,5639
"12659",4788,4409,4861,4541
"12660",5713,5158,5271,5526
"12661",6882,18745,7183,6984
"12662",21178,21622,23967,23076
"12663",19220,19117,19283,12292
"12664",7398,7501,24728,7440
"12665",18447,18541,6970,18573
"12666",18273,18314,22822,18190
"12667",18309,18464,5488,5140
"12668",5478,5066,4964,5377
"12669",18722,6882,6852,18724
"12670",5488,18573,6742,6852
"12671",18464,5140,18411,5488
"12672",18571,18676,5470,18640
"12673",18640,18676,5470,6564
"12674",21218,21257,22823,21959
"12675",18287,18447,5488,18464
"12676",4560,4732,4906,4776
"12677",18447,18573,5488,18464
"12678",5140,5470,5658,4957
"12679",18727,18722,7183,6852
"12680",11916,19012,11945,11812
"12681",12344,12259,21638,12425
"12682",18573,18464,6852,5488
"12683",5140,18287,22822,5488
"12684",11451,11460,22977,9534
"12685",18625,18647,6951,18726
"12686",22271,22504,23819,23638
"12687",5617,5478,5377,5066
"12688",18647,18591,6951,18726
"12689",22436,22545,22835,22834
"12690",5488,18573,6970,6742
"12691",17998,17932,18035,4184
"12692",18591,18665,6951,18726
"12693",18573,18464,18634,6852
"12694",6742,6970,6696,7183
"12695",6485,18447,6970,5488
"12696",6882,6801,6852,18724
"12697",18447,6485,6970,18541
"12698",18447,18573,6970,5488
"12699",4788,5140,22822,5517
"12700",13110,13012,22817,13224
"12701",6866,7371,22400,7704
"12702",18273,18190,22822,4381
"12703",18314,18256,22822,18190
"12704",24697,21108,25133,25131
"12705",16369,20596,21329,16504
"12706",6606,6777,6656,5639
"12707",18314,18389,22822,18444
"12708",5658,5488,6742,6852
"12709",18287,4674,22822,21454
"12710",18273,18389,22822,18314
"12711",5621,6801,6852,6882
"12712",5658,5621,6852,6882
"12713",16455,16691,23849,16464
"12714",5488,18447,22822,5517
"12715",18722,18727,7183,18720
"12716",18665,6606,6696,6992
"12717",18625,18678,18725,6970
"12718",15662,20084,22398,15768
"12719",18721,6992,6951,6696
"12720",21629,21977,24508,23282
"12721",5526,5713,6656,5639
"12722",6882,18722,7183,18745
"12723",18678,6970,18720,18725
"12724",18573,6742,18720,6970
"12725",18678,18573,18720,6970
"12726",6603,5478,5617,5728
"12727",18665,18591,6951,5384
"12728",6603,5478,6312,5617
"12729",18722,6882,6984,18745
"12730",18573,6852,18720,6742
"12731",6852,18573,18720,18634
"12732",18727,6852,18720,18634
"12733",18678,18727,18720,18634
"12734",18573,18678,18720,18634
"12735",18722,6882,7183,6852
"12736",18727,6852,7183,18720
"12737",6852,6742,7183,18720
"12738",6970,18725,6951,18721
"12739",6485,18625,6951,6970
"12740",12441,13875,22438,12143
"12741",18725,18625,6951,18726
"12742",6970,18625,6951,18725
"12743",1182,21311,22823,22600
"12744",11216,11498,23782,11699
"12745",6606,6777,5617,6696
"12746",6606,18665,6777,6992
"12747",5384,6606,5617,6696
"12748",6742,7183,6696,6992
"12749",5484,5713,5271,5639
"12750",18665,6992,6951,18721
"12751",6970,18720,18721,7183
"12752",6970,18725,18721,18720
"12753",4788,5149,4964,4861
"12754",6992,6970,6696,18721
"12755",5149,4788,5517,5140
"12756",7326,7377,23051,7359
"12757",6992,6606,6696,6777
"12758",21581,7643,22801,22165
"12759",1208,1182,22823,1177
"12760",18665,5384,6951,6606
"12761",6606,5384,6951,6696
"12762",18665,6606,6951,6696
"12763",6485,18591,6951,18522
"12764",18591,18647,6951,18522
"12765",18625,6485,6951,18567
"12766",18647,18625,6951,18567
"12767",18522,18647,6951,18567
"12768",6485,18522,6951,18567
"12769",7407,7233,8530,7088
"12770",4381,4894,22825,22450
"12771",21257,21218,22823,21669
"12772",6154,6140,23819,5998
"12773",10956,7518,8402,11071
"12774",5384,6696,5617,5517
"12775",6777,6992,5617,6696
"12776",5149,4788,4964,5066
"12777",4541,4788,4964,4861
"12778",18447,6485,5517,5488
"12779",18522,18389,22825,18438
"12780",5478,5728,5066,5617
"12781",11216,18939,23782,11103
"12782",11498,11229,23782,11424
"12783",5149,5517,5066,5728
"12784",1802,21782,23091,22922
"12785",5149,4788,5066,5517
"12786",10969,21217,23617,21974
"12787",21457,21721,22040,21729
"12788",20107,20010,23813,19970
"12789",21311,21218,22823,21959
"12790",5384,4894,22825,22822
"12791",18352,4974,22825,18438
"12792",1576,1537,21598,1542
"12793",22118,22102,24685,24460
"12794",1220,1208,22823,1177
"12795",18236,4974,22825,18352
"12796",11602,19131,23782,11699
"12797",22600,21959,22823,22673
"12798",5618,5680,24690,22744
"12799",8537,8465,8331,7551
"12800",13096,13081,24558,21617
"12801",5158,5526,5726,5197
"12802",8480,8181,9040,8491
"12803",21742,22645,23240,22694
"12804",7173,6777,7350,6656
"12805",7148,6853,7269,6909
"12806",361,370,24083,22446
"12807",6853,6616,6528,7148
"12808",18676,6801,22821,5470
"12809",18745,6992,7350,18721
"12810",5713,6771,6656,7173
"12811",7463,6708,6996,7119
"12812",8604,7463,11131,8516
"12813",7342,8604,7119,8407
"12814",7552,8430,8466,7117
"12815",18745,6984,7350,6992
"12816",18831,18745,7350,18721
"12817",11532,11341,11131,11589
"12818",6801,6882,7004,18722
"12819",6992,6984,7350,6777
"12820",18997,11772,11939,11945
"12821",10402,10401,24695,22214
"12822",7643,7539,22801,7586
"12823",6606,7173,6656,6777
"12824",6771,5526,6656,5726
"12825",6992,18831,7350,18721
"12826",6771,5713,6656,5526
"12827",18665,6992,7350,6777
"12828",18665,18831,7350,6992
"12829",6771,7173,7350,6656
"12830",2644,2423,21252,2888
"12831",19163,19076,21442,19126
"12832",7173,18831,7350,18737
"12833",18737,18831,7350,6606
"12834",7173,18737,7350,6606
"12835",18831,18665,7350,6606
"12836",6606,18665,7350,6777
"12837",22771,21180,23282,23102
"12838",7643,7586,22801,22165
"12839",19870,21047,23804,23799
"12840",7122,6749,6500,6948
"12841",3963,3772,4233,4247
"12842",23452,13437,24528,24252
"12843",5589,5875,22403,18579
"12844",18772,20921,21460,18601
"12845",7122,6853,7084,6670
"12846",5126,5545,5030,5100
"12847",3420,3593,3292,3262
"12848",7080,6799,22826,18834
"12849",8374,8209,22023,7640
"12850",12502,12573,21442,12099
"12851",6949,7552,7117,8430
"12852",6128,6012,22588,21197
"12853",6749,7044,6948,7263
"12854",6853,6616,6552,6528
"12855",7386,8308,7269,7148
"12856",9843,11268,9199,8882
"12857",13350,13323,22855,13385
"12858",18391,18538,5594,18519
"12859",13215,21396,22602,22312
"12860",6670,7122,7233,7084
"12861",10334,10335,24208,10447
"12862",6651,7205,7481,6949
"12863",6616,6853,7269,7148
"12864",7342,7463,8516,6996
"12865",8604,7342,8516,8536
"12866",7342,8604,8516,7463
"12867",18256,18122,21454,18190
"12868",7386,7148,6909,6528
"12869",5971,5940,22666,5928
"12870",21883,21754,23672,22719
"12871",12619,21230,22890,21737
"12872",6942,6949,7481,7117
"12873",7148,6853,6909,6552
"12874",7497,18771,18948,8561
"12875",3535,3666,22997,3534
"12876",6803,6670,5450,6500
"12877",6853,7122,6500,6670
"12878",7122,6803,6670,7407
"12879",4470,4354,3966,4479
"12880",18294,4506,22853,22793
"12881",23332,21403,24663,23876
"12882",6853,6616,5524,6552
"12883",7269,6853,6902,7084
"12884",4421,18107,18028,18108
"12885",3472,2861,22962,3087
"12886",3841,3917,4136,4255
"12887",4957,5470,24727,22821
"12888",4671,21003,18136,4648
"12889",20873,8453,20871,21034
"12890",4314,4337,4607,4690
"12891",7518,11071,7186,8516
"12892",8386,8393,25022,22527
"12893",18294,18458,22853,18351
"12894",7838,7795,24905,7810
"12895",4690,4314,4444,4607
"12896",5678,22117,22901,22891
"12897",3712,3297,3437,3892
"12898",7044,7181,6948,7263
"12899",11756,11378,11367,11942
"12900",18067,17962,21466,18149
"12901",12269,19359,19238,19357
"12902",3906,17964,17856,3423
"12903",4421,4184,18136,4671
"12904",4155,4432,18037,4079
"12905",7595,8041,18859,7203
"12906",5202,6409,5535,5180
"12907",6684,6841,5626,6799
"12908",7163,7373,6778,7233
"12909",7121,7088,5535,6569
"12910",9327,9458,24707,23033
"12911",7016,6773,22026,6744
"12912",18203,18128,4319,4549
"12913",3833,4080,3810,3744
"12914",8480,8181,8862,9040
"12915",8561,7497,8623,18948
"12916",11644,11827,11367,11991
"12917",18636,18534,18572,6980
"12918",18534,18578,6980,18636
"12919",21177,22605,24475,23086
"12920",18289,18342,5146,5187
"12921",18463,18538,6855,6765
"12922",1858,1841,21873,1707
"12923",8036,7903,24095,21581
"12924",2110,2028,23204,2050
"12925",3538,4052,4175,3838
"12926",5087,5145,5358,5414
"12927",7518,7269,6902,7084
"12928",17925,4155,18037,4079
"12929",3849,17889,18028,4184
"12930",17701,17750,21499,21452
"12931",5850,5381,5580,5259
"12932",5435,6736,5457,5611
"12933",6409,6569,5535,5180
"12934",2957,2310,17581,17515
"12935",6711,6937,23256,21510
"12936",5180,6569,5535,5721
"12937",20652,16804,21999,20773
"12938",7088,5549,5535,5721
"12939",8453,20873,18680,21034
"12940",6715,6745,18475,6958
"12941",7186,6616,6902,7269
"12942",7407,7122,7233,6670
"12943",7407,6670,7233,7088
"12944",5282,5439,22836,5435
"12945",5087,5139,5358,5145
"12946",20236,20243,24268,20320
"12947",13155,22404,22817,22707
"12948",6343,6319,22482,6379
"12949",4185,3457,3953,3827
"12950",8470,8447,22839,8485
"12951",7951,7417,7051,18700
"12952",22903,4167,23454,23219
"12953",6736,6841,5626,6684
"12954",19080,18844,22815,18875
"12955",7209,6673,6743,7186
"12956",6616,6853,6902,7269
"12957",8402,7518,7186,8516
"12958",14186,14210,22837,14371
"12959",7518,7186,6902,7269
"12960",6799,5994,5510,5626
"12961",2617,3276,22962,3094
"12962",21364,21424,22835,21464
"12963",4759,5089,18358,18271
"12964",18158,4066,18109,18053
"12965",21379,21221,22838,21857
"12966",9261,9315,23103,22155
"12967",4530,4285,4631,4756
"12968",14522,14416,22861,21473
"12969",17717,2861,22962,23695
"12970",4916,4872,5358,5087
"12971",4872,4916,5358,5516
"12972",5516,4916,5358,5087
"12973",4872,5358,5120,5510
"12974",5318,5626,5251,5421
"12975",21221,21270,23073,22248
"12976",6841,18639,5598,5510
"12977",5302,5138,22804,5202
"12978",3615,3755,23454,4265
"12979",5302,5406,22804,5417
"12980",19156,19155,11587,11555
"12981",7233,6778,7121,7088
"12982",14447,13952,22837,21474
"12983",628,22776,24610,22967
"12984",5319,5381,5430,5010
"12985",5611,5178,5520,5388
"12986",6715,6812,22804,6569
"12987",22527,22105,25022,24573
"12988",6812,6409,22804,6569
"12989",21184,21502,22859,22389
"12990",5156,5104,5175,5282
"12991",8453,21077,7087,21034
"12992",6812,7121,7388,6972
"12993",6670,7407,6803,7088
"12994",1896,2156,21496,1922
"12995",19317,12650,19367,12469
"12996",19805,19898,22409,19883
"12997",10575,10323,24390,10288
"12998",8396,8371,25022,24312
"12999",11825,11827,11664,11991
"13000",5857,5792,21388,5851
"13001",12056,12481,12527,12514
"13002",13997,14136,13661,13885
"13003",8493,8402,9090,8308
"13004",1934,21543,23141,21860
"13005",3276,2989,22962,17717
"13006",5138,5417,22804,21172
"13007",7388,7163,22840,6953
"13008",6745,18480,7087,6723
"13009",22023,8280,23576,22654
"13010",18340,21172,22852,22353
"13011",5302,5417,22804,5138
"13012",131,69,21496,226
"13013",5089,5180,4756,5135
"13014",6803,5549,5721,5450
"13015",6715,20906,7191,6958
"13016",4069,4066,4354,4285
"13017",19628,14235,22813,21931
"13018",4479,4354,3966,18071
"13019",19110,11657,19166,11562
"13020",6715,6745,6723,18480
"13021",3687,3695,21461,3455
"13022",13939,19606,13860,14275
"13023",11562,11618,19234,11819
"13024",1107,21769,22864,22691
"13025",19089,11435,19200,19150
"13026",5721,5180,5135,5535
"13027",8634,20888,22841,20904
"13028",2148,2253,23349,2430
"13029",7704,7371,22400,8463
"13030",12481,12457,13139,12056
"13031",11819,19249,11756,11961
"13032",3517,3881,22992,21712
"13033",19110,11562,19166,19186
"13034",19155,12356,11571,11587
"13035",7166,7171,21343,6895
"13036",5584,5582,23047,5554
"13037",1698,1575,22845,22246
"13038",5188,5486,21478,5058
"13039",18463,6557,6648,6728
"13040",6926,18709,7465,18623
"13041",8453,21034,7087,7190
"13042",11725,11618,19238,11562
"13043",18636,18708,6980,8498
"13044",3395,3285,22846,3002
"13045",13952,13402,22837,21540
"13046",21495,17607,22846,22426
"13047",8463,8585,22828,22400
"13048",5649,5674,24554,21397
"13049",3205,3137,21461,3455
"13050",10462,10364,24332,23338
"13051",2903,3137,21461,3205
"13052",893,890,23649,895
"13053",8337,8352,22849,22258
"13054",3849,3726,22866,4132
"13055",4066,17907,18012,18053
"13056",18460,18294,18351,18458
"13057",18757,18639,18834,6841
"13058",2903,3205,21461,3200
"13059",22593,21400,24720,24187
"13060",18563,6635,22808,18594
"13061",7246,7171,21343,7308
"13062",18960,19124,22848,22841
"13063",12650,19317,19367,19466
"13064",18563,6368,22808,6718
"13065",7860,21618,23504,22789
"13066",6778,7121,5535,6409
"13067",18601,20970,18500,18481
"13068",22141,22071,23674,22164
"13069",7121,6812,6409,6972
"13070",2903,3200,21461,21452
"13071",4690,4337,4607,4804
"13072",4764,4479,18078,18113
"13073",18115,4108,18213,4724
"13074",17900,17972,3802,17795
"13075",17549,2903,21461,21452
"13076",21188,21412,23635,22536
"13077",22068,23909,25066,24223
"13078",6635,18563,22808,6718
"13079",4320,4222,4185,3925
"13080",18168,18153,4506,18294
"13081",6670,5549,5535,7088
"13082",5615,5259,5421,5388
"13083",19124,18960,22848,11234
"13084",21830,21671,24598,22148
"13085",5115,6601,5232,5531
"13086",21326,14406,22837,21474
"13087",6614,5414,22854,5689
"13088",4724,4108,18078,4479
"13089",6409,7121,5535,6569
"13090",5549,5721,5135,5535
"13091",5008,5010,5430,5090
"13092",6514,6736,22833,5611
"13093",4625,4108,4479,4147
"13094",5156,5302,5138,5417
"13095",5632,6857,24515,6580
"13096",5381,5010,5388,5430
"13097",7226,7313,21894,11157
"13098",8747,24871,25078,24888
"13099",6953,7298,22840,18847
"13100",20866,6745,21109,20865
"13101",17894,17957,3701,17848
"13102",4470,4069,3966,4354
"13103",5090,5318,5251,5388
"13104",18225,18113,18213,18078
"13105",20865,6745,21109,18517
"13106",23845,24182,25101,24982
"13107",6745,18475,21109,18517
"13108",3701,3312,17843,3728
"13109",11900,11905,21954,11326
"13110",20865,7190,21142,20870
"13111",17514,17613,17627,2515
"13112",5549,6803,5721,7088
"13113",5089,5453,18358,18271
"13114",19230,21033,21110,12577
"13115",428,24529,25052,24825
"13116",11576,11353,21954,11411
"13117",5850,5259,5421,5615
"13118",4354,18200,18109,18071
"13119",6736,6578,5611,6514
"13120",17957,17848,17913,3701
"13121",5138,4971,4945,5202
"13122",21344,12565,22562,22390
"13123",5138,5202,22852,22804
"13124",3046,17751,17856,17855
"13125",2687,2307,17581,2989
"13126",4285,4066,4354,4530
"13127",4222,4562,4185,4506
"13128",4289,4543,4363,4074
"13129",5406,5264,22804,6409
"13130",17484,17474,22988,2731
"13131",18200,4354,18214,18071
"13132",23412,23425,24411,23426
"13133",4108,4625,4479,4724
"13134",6778,6670,5535,7088
"13135",6745,7190,7087,18517
"13136",4693,4945,18214,4764
"13137",4444,4069,4160,3966
"13138",4470,4069,4354,4285
"13139",4108,17972,17945,3802
"13140",5138,5156,4764,4993
"13141",14111,14406,22837,21326
"13142",6778,7088,5535,7121
"13143",5358,22860,4872,5120
"13144",6569,7088,5535,5721
"13145",5381,5850,5615,5259
"13146",17809,3270,17705,3815
"13147",13323,13276,22855,13274
"13148",22408,21528,22819,22410
"13149",5381,5259,5388,5010
"13150",5994,5850,5421,5626
"13151",677,633,23758,23303
"13152",5178,5008,5430,5090
"13153",4066,17957,18036,17913
"13154",4530,4066,18109,18158
"13155",17928,17767,3287,17890
"13156",18200,4530,18109,18158
"13157",18403,5557,5692,5454
"13158",4157,18129,4656,4585
"13159",5089,4631,18271,4759
"13160",18293,18391,5050,5594
"13161",18538,6926,5594,18519
"13162",5318,5270,5457,5611
"13163",4945,4971,4764,4693
"13164",5008,5319,5430,5010
"13165",18639,18562,5598,5510
"13166",18562,18458,22853,5510
"13167",5276,5270,5611,5435
"13168",5180,5535,5008,5135
"13169",4945,5180,5008,5135
"13170",4945,5202,5008,5180
"13171",5180,5202,5008,5535
"13172",598,611,24593,595
"13173",5138,4971,4764,4945
"13174",3388,3270,3741,3815
"13175",5626,6841,5457,5598
"13176",5318,5850,5421,5388
"13177",17795,3270,17705,17809
"13178",5178,5430,5520,5388
"13179",5430,5611,5520,5388
"13180",5156,5104,4993,5175
"13181",4724,4479,18078,4764
"13182",613,604,24593,589
"13183",5259,5010,5251,5388
"13184",5615,5381,5388,5430
"13185",5010,5090,5251,5388
"13186",4337,4565,4607,4804
"13187",3270,3815,3865,3741
"13188",18200,4888,22852,18214
"13189",6569,6409,22804,5180
"13190",5850,5615,5421,5388
"13191",5611,6578,5388,5615
"13192",5202,6409,5520,5535
"13193",14047,14186,22837,14371
"13194",4567,4565,4607,4314
"13195",11416,23823,24868,23825
"13196",6578,5850,5388,5615
"13197",5010,5090,5388,5430
"13198",18562,18458,5510,18639
"13199",13294,13330,22855,13274
"13200",10816,21722,24868,22358
"13201",6684,6799,5626,5994
"13202",5414,5516,5689,5358
"13203",5259,5381,5388,5615
"13204",5358,5139,5120,5379
"13205",5264,5202,22804,6409
"13206",6614,6799,5994,5689
"13207",5850,5318,5421,5626
"13208",6799,5689,5510,5994
"13209",6409,5202,22804,5180
"13210",13226,13350,22855,22819
"13211",6736,6841,5457,5626
"13212",5270,5318,5388,5611
"13213",5178,5270,5388,5611
"13214",5178,5090,5388,5270
"13215",5270,5090,5388,5318
"13216",5008,5319,5520,5430
"13217",5178,5008,5520,5430
"13218",5535,5319,5520,5008
"13219",5202,5264,5520,6409
"13220",5202,5178,5520,5264
"13221",5202,5535,5520,5008
"13222",25087,24901,25140,25132
"13223",6812,6972,22804,6409
"13224",4971,5202,5520,5008
"13225",5178,4971,5520,5008
"13226",4971,5178,5520,5202
"13227",5489,5259,5421,5580
"13228",5611,6578,5457,5626
"13229",5850,6684,5626,5994
"13230",6841,6736,5457,5598
"13231",5270,5435,5457,5611
"13232",5611,6578,5626,5388
"13233",5318,5611,5626,5388
"13234",5148,4950,5176,4909
"13235",6578,6736,5626,6684
"13236",5850,5318,5626,5388
"13237",6578,5850,5626,5388
"13238",5850,5489,5421,5580
"13239",5259,5850,5421,5580
"13240",14111,21326,22837,22696
"13241",4562,4565,4506,4872
"13242",6578,6736,5457,5626
"13243",13247,13257,22819,22410
"13244",5516,4872,5510,5358
"13245",5516,5358,5510,5689
"13246",5689,5358,5510,5379
"13247",6841,6799,5510,5626
"13248",6841,18639,5510,6799
"13249",18639,18653,5510,6799
"13250",6736,5435,5457,5598
"13251",23823,22358,24868,24777
"13252",13436,13393,22819,13385
"13253",4565,4337,22856,21467
"13254",13204,13267,22819,22408
"13255",13393,13436,22819,22408
"13256",13257,13204,22819,22408
"13257",13257,13099,22819,13239
"13258",18653,18666,5510,6799
"13259",21722,10816,24868,22857
"13260",13393,13350,22819,13385
"13261",4565,4872,22856,4506
"13262",11559,23823,24868,24777
"13263",23823,11559,24868,23825
"13264",17575,17482,17581,2617
"13265",13262,13294,22855,13274
"13266",5516,6564,22854,22818
"13267",6564,18687,22854,22818
"13268",18060,17992,4187,18168
"13269",7209,6743,22854,22826
"13270",4479,18113,17979,18078
"13271",5414,6614,22854,6743
"13272",6799,6614,22854,5689
"13273",5358,5379,5120,5510
"13274",5388,5318,5251,5421
"13275",5259,5388,5251,5421
"13276",22706,21426,23631,23588
"13277",9746,9779,22794,9683
"13278",5414,5516,22854,5689
"13279",15024,14882,21519,15359
"13280",5510,5689,22854,22818
"13281",11416,11294,22857,10816
"13282",4147,4314,4160,4444
"13283",3827,3631,3953,4017
"13284",18687,18666,22854,22818
"13285",11314,11492,24868,23823
"13286",8478,7244,23824,10994
"13287",4565,4337,4607,4314
"13288",18009,4286,17940,3728
"13289",18035,17858,3633,4178
"13290",3457,3631,3953,3827
"13291",3235,17678,2896,2865
"13292",3196,17687,2848,17636
"13293",3631,3865,3953,4017
"13294",3270,3802,3953,3865
"13295",14343,14509,24776,23056
"13296",18107,4591,4740,18108
"13297",4185,3827,3953,4017
"13298",850,808,24645,24561
"13299",4565,4567,4804,4886
"13300",4565,4886,4804,4955
"13301",4625,4724,4764,4479
"13302",23611,23495,24645,24561
"13303",4565,4567,4607,4804
"13304",4354,4888,18214,4693
"13305",6231,5997,21409,6025
"13306",17477,17448,2765,17529
"13307",4971,5138,4764,4993
"13308",17809,3802,3815,17945
"13309",3388,3741,3631,3733
"13310",3906,3744,4176,3690
"13311",14406,14699,21474,21326
"13312",4069,4444,4470,3966
"13313",17553,3004,17532,17625
"13314",21077,8453,18708,18680
"13315",4147,4444,4160,4625
"13316",4444,4147,4690,4625
"13317",4693,4971,4764,4479
"13318",4354,4693,18214,18113
"13319",21582,21253,25019,22341
"13320",1551,345,17280,17248
"13321",4066,4354,18109,18036
"13322",4971,4625,4764,4479
"13323",17014,16932,16971,95
"13324",4764,18113,18213,18225
"13325",6673,7209,22854,22820
"13326",4479,4354,18071,18113
"13327",21003,20962,4648,18203
"13328",4945,5138,18214,4764
"13329",5156,4764,22858,22832
"13330",4444,4625,4479,4160
"13331",4625,4147,4479,4160
"13332",4069,4354,3701,3966
"13333",17957,17894,3966,17979
"13334",17957,4066,18071,4354
"13335",4470,4354,4479,4693
"13336",22712,7579,24305,23270
"13337",4444,4470,4479,4693
"13338",17527,3034,17582,17593
"13339",8028,8030,24821,21628
"13340",4354,18113,18214,18071
"13341",4354,4693,18113,4479
"13342",5180,18295,22852,18419
"13343",17531,2865,2896,17596
"13344",4066,4354,18036,18071
"13345",4479,4764,18214,18113
"13346",4693,4479,18214,18113
"13347",4479,4693,18214,4764
"13348",4764,18113,18225,18214
"13349",5138,4764,18225,18214
"13350",4921,21478,5051,5078
"13351",4444,4470,3966,4479
"13352",4724,4108,18213,18078
"13353",6673,5516,22854,5414
"13354",6745,7190,18517,20865
"13355",3804,3709,21173,4154
"13356",20880,8453,18851,20911
"13357",17425,17502,17395,17324
"13358",4764,4724,18213,18078
"13359",16027,16161,23831,15986
"13360",22259,22746,24572,23391
"13361",22163,21720,21239,21784
"13362",18060,18115,18242,4187
"13363",18168,18060,18242,4187
"13364",3815,3270,17705,3004
"13365",17683,3270,17795,17681
"13366",21184,22389,22859,22421
"13367",17448,17527,2765,17529
"13368",4187,4108,3802,17972
"13369",17795,17809,17945,3802
"13370",4108,18078,17945,17972
"13371",18440,22175,18321,22144
"13372",18440,20860,18405,22175
"13373",3687,17709,22426,3450
"13374",2852,2880,2735,2631
"13375",18060,17972,3802,17900
"13376",4187,18060,3802,17900
"13377",18060,4187,3802,17972
"13378",10387,10981,21184,10941
"13379",4344,4052,4175,4704
"13380",10327,10414,24237,23032
"13381",17463,2768,2848,17636
"13382",16416,20509,23831,20429
"13383",14303,13802,21448,14386
"13384",11369,11248,21184,11256
"13385",17907,4066,17913,3701
"13386",17972,17795,17945,3802
"13387",3004,3270,17642,2765
"13388",17733,3312,17736,2896
"13389",17995,17935,18100,18013
"13390",22416,11297,24964,23768
"13391",17529,2765,17553,17642
"13392",2768,17636,2896,2848
"13393",17412,2816,2108,17512
"13394",17477,17388,2765,17448
