"","V1","V2","V3"
"1","40.500400543212898","41.385215759277301"," 3.998980045318600"
"2","12.034500122070300","46.623699188232401","40.565101623535199"
"3","12.199700355529799","50.620201110839801","39.823600769042997"
"4","12.200799942016600","52.571899414062500","40.786800384521499"
"5","12.282600402831999","48.167800903320298","40.860801696777301"
"6","12.287199974060099","46.536899566650398","34.865501403808601"
"7","12.359299659729000","52.358001708984403","30.013200759887699"
"8","12.477700233459499","44.522300720214801","34.988800048828097"
"9","12.497900009155300","52.264801025390597","38.847000122070298"
"10","12.765600204467800","50.302700042724602","37.999698638916001"
"11","12.828599929809601","48.360599517822301","38.804000854492202"
"12","12.850600242614700","49.830898284912102","30.777999877929702"
"13","12.897899627685501","46.511901855468800","32.676799774169901"
"14","12.936300277710000","54.139301300048800","39.813201904296903"
"15","12.999300003051800","52.845199584960902","52.394100189208999"
"16","12.999799728393601","44.271900177002003","33.045898437500000"
"17","12.999799728393601","56.937599182128899","36.423099517822301"
"18","12.999899864196800","58.740798950195298","46.127101898193402"
"19","13.000000000000000","58.816101074218800","48.383499145507798"
"20","13.000399589538601","46.903099060058601","47.947799682617202"
"21","13.000599861145000","46.569499969482401","41.828899383544901"
"22","13.009900093078601","57.029598236083999","38.538398742675803"
"23","13.034199714660600","60.425098419189503","50.564300537109403"
"24","13.079899787902800","57.394100189208999","44.464199066162102"
"25","13.081399917602500","54.659801483154297","27.667699813842798"
"26","13.105699539184601","61.674198150634801","47.957298278808601"
"27","13.114299774169901","60.686199188232401","45.239700317382798"
"28","13.119299888610801","45.306900024414098","49.055999755859403"
"29","13.136799812316900","58.209701538085902","34.760299682617202"
"30","13.175900459289601","58.795398712158203","37.381999969482401"
"31","13.178899765014600","57.765598297119098","28.505300521850600"
"32","13.183400154113800","46.232398986816399","51.415500640869098"
"33","13.216500282287599","46.313499450683601","43.802501678466797"
"34","13.242500305175801","51.416801452636697","32.032699584960902"
"35","13.252900123596200","44.164398193359403","42.504600524902301"
"36","13.263600349426300","57.371299743652301","49.748001098632798"
"37","13.265199661254901","50.123600006103501","28.153699874877901"
"38","13.275099754333500","60.010200500488303","42.144500732421903"
"39","13.297599792480501","54.908901214599602","36.867599487304702"
"40","13.388899803161600","47.937599182128899","49.550598144531200"
"41","13.391300201416000","49.158199310302699","33.939201354980497"
"42","13.464400291442900","53.824600219726598","41.731601715087898"
"43","13.465900421142599","42.017299652099602","35.574001312255902"
"44","13.473199844360400","46.684501647949197","39.887001037597699"
"45","13.478500366210900","48.338001251220703","27.109699249267599"
"46","13.771200180053700","49.567798614502003","40.236400604247997"
"47","13.831700325012200","51.458198547363303","41.000198364257798"
"48","13.841500282287599","54.259300231933601","53.450099945068402"
"49","13.848899841308601","60.267398834228501","36.046699523925803"
"50","13.863300323486300","41.665599822997997","37.565799713134801"
"51","13.886099815368700","48.006401062011697","29.121599197387699"
"52","13.904800415039100","43.339298248291001","37.142799377441399"
"53","13.942799568176300","55.370700836181598","30.685899734497099"
"54","13.999400138855000","45.167999267578097","53.214698791503899"
"55","13.999500274658200","53.225898742675803","55.102600097656200"
"56","13.999799728393601","62.121200561523402","41.983699798583999"
"57","13.999899864196800","43.353099822997997","44.760398864746101"
"58","14.005499839782701","47.486900329589801","46.319301605224602"
"59","14.011400222778301","56.944099426269503","46.704601287841797"
"60","14.020999908447299","41.458599090576200","46.942501068115199"
"61","14.040499687194799","58.423999786377003","53.299098968505902"
"62","14.046400070190399","42.636001586914098","28.583700180053700"
"63","14.048399925231900","59.943401336669901","27.339300155639599"
"64","14.111900329589799","55.704200744628899","35.000301361083999"
"65","14.136799812316900","51.284198760986300","54.855998992919901"
"66","14.208200454711900","40.494201660156200","38.791698455810497"
"67","14.210900306701699","41.121898651122997","33.203201293945298"
"68","14.214200019836399","64.199996948242202","44.792198181152301"
"69","14.272299766540501","39.394199371337898","40.852001190185497"
"70","14.272299766540501","56.221500396728501","40.033798217773402"
"71","14.334400177001999","43.974498748779297","51.344001770019503"
"72","14.335800170898400","43.098598480224602","53.249198913574197"
"73","14.354900360107401","52.309200286865199","48.987098693847699"
"74","14.360099792480501","52.366600036621101","56.829299926757798"
"75","14.373999595642101","62.758598327636697","35.272098541259801"
"76","14.391699790954601","65.939002990722699","45.878398895263700"
"77","14.392499923706101","59.766799926757798","54.735698699951200"
"78","14.423700332641600","56.285598754882798","27.000600814819300"
"79","14.430100440979000","60.443500518798800","34.038299560546903"
"80","14.441800117492701","45.071899414062500","44.337200164794901"
"81","14.443699836731000","43.176200866699197","48.084201812744098"
"82","14.444800376892101","46.995098114013700","52.694099426269503"
"83","14.466199874877899","46.535701751708999","28.016799926757798"
"84","14.477399826049799","52.206401824951200","38.000000000000000"
"85","14.490799903869600","40.004699707031200","34.476299285888700"
"86","14.505000114440900","44.532699584960902","34.980800628662102"
"87","14.542699813842800","61.872001647949197","52.703201293945298"
"88","14.580400466918899","45.323699951171903","41.107700347900398"
"89","14.580599784851101","58.275798797607401","30.000000000000000"
"90","14.598600387573200","52.869201660156200","28.621299743652301"
"91","14.635700225830099","57.999000549316399","51.067901611328097"
"92","14.677900314331101","54.659801483154297","54.777500152587898"
"93","14.695699691772500","48.878398895263700","45.038898468017599"
"94","14.698300361633301","46.922698974609403","34.001098632812500"
"95","14.737799644470201","47.000000000000000","55.334499359130902"
"96","14.800700187683100","54.882099151611300","25.309400558471701"
"97","14.812899589538601","51.042400360107401","48.386299133300803"
"98","14.837699890136699","48.932098388671903","38.617900848388700"
"99","14.847900390625000","45.647300720214801","31.733501434326200"
"100","14.850999832153301","52.184700012207003","31.000200271606399"
"101","14.942999839782701","46.999599456787102","48.032699584960902"
"102","14.965900421142599","48.200901031494098","41.886100769042997"
"103","14.975700378418001","61.747798919677699","37.000499725341797"
"104","14.999300003051800","61.291698455810497","25.088199615478501"
"105","14.999500274658200","45.762798309326200","46.016201019287102"
"106","15.000200271606399","58.394599914550803","26.669500350952099"
"107","15.000200271606399","63.871002197265597","33.556598663330099"
"108","15.000399589538601","62.494598388671903","43.950199127197301"
"109","15.000599861145000","67.657600402832003","46.081100463867202"
"110","15.000800132751500","37.352401733398402","39.980598449707003"
"111","15.013299942016600","50.461101531982401","57.857601165771499"
"112","15.016599655151399","66.813697814941406","44.452301025390597"
"113","15.018199920654300","46.383598327636697","57.411800384521499"
"114","15.024399757385300","48.339298248291001","31.218900680541999"
"115","15.032899856567401","50.999801635742202","51.556400299072301"
"116","15.038200378418001","40.429100036621101","28.025600433349599"
"117","15.044500350952100","67.133300781250000","48.629398345947301"
"118","15.052300453186000","67.410400390625000","41.494201660156200"
"119","15.055899620056200","64.599502563476605","53.024299621582003"
"120","15.059399604797401","44.151699066162102","54.911701202392599"
"121","15.076899528503400","57.159301757812500","48.919898986816399"
"122","15.083100318908700","50.538600921630902","32.322898864746101"
"123","15.091699600219700","41.977401733398402","36.392799377441399"
"124","15.125599861145000","62.000198364257798","49.772598266601598"
"125","15.132100105285600","41.724800109863303","26.544900894165000"
"126","15.202099800109901","63.999298095703097","48.114898681640597"
"127","15.235600471496600","64.549301147460895","43.214599609375000"
"128","15.267100334167500","59.904598236083999","28.844699859619102"
"129","15.292699813842800","51.000301361083999","49.780399322509801"
"130","15.306400299072299","38.689800262451200","38.119800567627003"
"131","15.341300010681200","47.119598388671903","39.307701110839801"
"132","15.351900100708001","57.415298461914098","38.142200469970703"
"133","15.355999946594199","48.246799468994098","27.998800277710000"
"134","15.363499641418500","56.049098968505902","44.844299316406200"
"135","15.373000144958500","42.247501373291001","38.169300079345703"
"136","15.378100395202599","46.088600158691399","24.469200134277301"
"137","15.406100273132299","58.541801452636697","43.979099273681598"
"138","15.412400245666500","63.047000885009801","46.004901885986300"
"139","15.422499656677200","43.389301300048800","32.998798370361300"
"140","15.461799621581999","41.980998992919901","45.499099731445298"
"141","15.469599723815900","52.996601104736300","26.294000625610401"
"142","15.477899551391600","55.000099182128899","52.667301177978501"
"143","15.478300094604499","53.866401672363303","41.710098266601598"
"144","15.540599822998001","60.972400665283203","22.978599548339801"
"145","15.560400009155300","50.181301116943402","41.000198364257798"
"146","15.567399978637701","38.253799438476598","52.884300231933601"
"147","15.584400177001999","56.418598175048800","29.954500198364300"
"148","15.586000442504901","53.567699432372997","53.999900817871101"
"149","15.600000381469700","37.944400787353501","51.994998931884801"
"150","15.612199783325201","58.936901092529297","56.082698822021499"
