240,241,271
241,271,272
241,242,272
242,272,273
242,243,273
243,273,274
243,244,274
244,274,275
244,245,275
245,275,276
245,246,276
246,276,277
246,247,277
247,277,278
248,249,279
249,279,280
249,250,280
250,280,281
250,251,281
251,281,282
251,252,282
252,282,283
252,253,283
253,283,284
253,254,284
254,284,285
254,255,285
255,285,286
255,256,286
256,286,287
256,257,287
257,287,288
257,258,288
258,288,289
258,259,289
259,289,290
259,260,290
260,290,291
260,261,291
261,291,292
261,262,292
262,292,293
262,263,293
263,293,294
263,264,294
264,294,295
264,265,295
265,295,296
265,266,296
266,296,297
266,267,297
267,297,298
267,268,298
268,298,299
268,269,299
269,299,300
269,270,300
270,300,301
270,271,301
271,301,302
271,272,302
272,302,303
272,273,303
273,303,304
273,274,304
274,304,305
274,275,305
275,305,306
275,276,306
276,306,307
276,277,307
277,307,308
277,278,308
278,308,309
279,280,310
280,310,311
280,281,311
281,311,312
281,282,312
282,312,313
282,283,313
283,313,314
283,284,314
284,314,315
284,285,315
285,315,316
285,286,316
286,316,317
286,287,317
287,317,318
287,288,318
288,318,319
288,289,319
289,319,320
289,290,320
290,320,321
290,291,321
291,321,322
291,292,322
292,322,323
292,293,323
293,323,324
293,294,324
294,324,325
294,295,325
295,325,326
295,296,326
296,326,327
296,297,327
297,327,328
297,298,328
298,328,329
298,299,329
299,329,330
299,300,330
300,330,331
300,301,331
301,331,332
301,302,332
302,332,333
302,303,333
303,333,334
303,304,334
304,334,335
304,305,335
305,335,336
305,306,336
306,336,337
306,307,337
307,337,338
307,308,338
308,338,339
308,309,339
309,339,340
310,311,341
311,341,342
311,312,342
312,342,343
312,313,343
313,343,344
313,314,344
314,344,345
314,315,345
315,345,346
315,316,346
316,346,347
316,317,347
317,347,348
317,318,348
318,348,349
318,319,349
319,349,350
319,320,350
320,350,351
320,321,351
321,351,352
321,322,352
322,352,353
322,323,353
323,353,354
323,324,354
324,354,355
324,325,355
325,355,356
325,326,356
326,356,357
326,327,357
327,357,358
327,328,358
328,358,359
328,329,359
329,359,360
329,330,360
330,360,361
330,331,361
331,361,362
331,332,362
332,362,363
332,333,363
333,363,364
333,334,364
334,364,365
334,335,365
335,365,366
335,336,366
336,366,367
336,337,367
337,367,368
337,338,368
338,368,369
338,339,369
339,369,370
339,340,370
340,370,371
341,342,372
342,372,373
342,343,373
343,373,374
343,344,374
344,374,375
344,345,375
345,375,376
345,346,376
346,376,377
346,347,377
347,377,378
347,348,378
348,378,379
348,349,379
349,379,380
349,350,380
350,380,381
350,351,381
351,381,382
351,352,382
352,382,383
352,353,383
353,383,384
353,354,384
354,384,385
354,355,385
355,385,386
355,356,386
356,386,387
356,357,387
357,387,388
357,358,388
358,388,389
358,359,389
359,389,390
359,360,390
360,390,391
360,361,391
361,391,392
361,362,392
362,392,393
362,363,393
363,393,394
363,364,394
364,394,395
364,365,395
365,395,396
365,366,396
366,396,397
366,367,397
367,397,398
367,368,398
368,398,399
368,369,399
369,399,400
369,370,400
370,400,401
370,371,401
371,401,402
372,373,403
373,403,404
373,374,404
374,404,405
374,375,405
375,405,406
375,376,406
376,406,407
376,377,407
377,407,408
377,378,408
378,408,409
378,379,409
379,409,410
379,380,410
380,410,411
380,381,411
381,411,412
381,382,412
382,412,413
382,383,413
383,413,414
383,384,414
384,414,415
384,385,415
385,415,416
385,386,416
386,416,417
386,387,417
387,417,418
387,388,418
388,418,419
388,389,419
389,419,420
389,390,420
390,420,421
390,391,421
391,421,422
391,392,422
392,422,423
392,393,423
393,423,424
393,394,424
394,424,425
394,395,425
395,425,426
395,396,426
396,426,427
396,397,427
397,427,428
397,398,428
398,428,429
398,399,429
399,429,430
399,400,430
400,430,431
400,401,431
401,431,432
401,402,432
402,432,433
403,404,434
404,434,435
404,405,435
405,435,436
405,406,436
406,436,437
406,407,437
407,437,438
407,408,438
408,438,439
408,409,439
409,439,440
409,410,440
410,440,441
410,411,441
411,441,442
411,412,442
412,442,443
412,413,443
413,443,444
413,414,444
414,444,445
414,415,445
415,445,446
415,416,446
416,446,447
416,417,447
417,447,448
417,418,448
418,448,449
418,419,449
419,449,450
419,420,450
420,450,451
420,421,451
421,451,452
421,422,452
422,452,453
422,423,453
423,453,454
423,424,454
424,454,455
424,425,455
425,455,456
425,426,456
426,456,457
426,427,457
427,457,458
427,428,458
428,458,459
428,429,459
429,459,460
429,430,460
430,460,461
430,431,461
431,461,462
431,432,462
432,462,463
432,433,463
433,463,464
434,435,465
435,465,466
435,436,466
436,466,467
436,437,467
437,467,468
437,438,468
438,468,469
438,439,469
439,469,470
439,440,470
440,470,471
440,441,471
441,471,472
441,442,472
442,472,473
442,443,473
443,473,474
443,444,474
444,474,475
444,445,475
445,475,476
445,446,476
446,476,477
446,447,477
447,477,478
447,448,478
448,478,479
448,449,479
449,479,480
449,450,480
450,480,481
450,451,481
451,481,482
451,452,482
452,482,483
452,453,483
453,483,484
453,454,484
454,484,485
454,455,485
455,485,486
455,456,486
456,486,487
456,457,487
457,487,488
457,458,488
458,488,489
458,459,489
459,489,490
459,460,490
460,490,491
460,461,491
461,491,492
461,462,492
462,492,493
462,463,493
463,493,494
463,464,494
464,494,495
465,466,496
466,496,497
466,467,497
467,497,498
467,468,498
468,498,499
468,469,499
469,499,500
469,470,500
470,500,501
470,471,501
471,501,502
471,472,502
472,502,503
472,473,503
473,503,504
473,474,504
474,504,505
474,475,505
475,505,506
475,476,506
476,506,507
476,477,507
477,507,508
477,478,508
478,508,509
478,479,509
479,509,510
479,480,510
480,510,511
480,481,511
481,511,512
481,482,512
482,512,513
482,483,513
483,513,514
483,484,514
484,514,515
484,485,515
485,515,516
485,486,516
486,516,517
486,487,517
487,517,518
487,488,518
488,518,519
488,489,519
489,519,520
489,490,520
490,520,521
490,491,521
491,521,522
491,492,522
492,522,523
492,493,523
493,523,524
493,494,524
494,524,525
494,495,525
495,525,526
496,497,527
497,527,528
497,498,528
498,528,529
498,499,529
499,529,530
499,500,530
500,530,531
500,501,531
501,531,532
501,502,532
502,532,533
502,503,533
503,533,534
503,504,534
504,534,535
504,505,535
505,535,536
505,506,536
506,536,537
506,507,537
507,537,538
507,508,538
508,538,539
508,509,539
509,539,540
509,510,540
510,540,541
510,511,541
511,541,542
511,512,542
512,542,543
512,513,543
513,543,544
513,514,544
514,544,545
514,515,545
515,545,546
515,516,546
516,546,547
516,517,547
517,547,548
517,518,548
518,548,549
518,519,549
519,549,550
519,520,550
520,550,551
520,521,551
521,551,552
521,522,552
522,552,553
522,523,553
523,553,554
523,524,554
524,554,555
524,525,555
525,555,556
525,526,556
526,556,557
527,528,558
528,558,559
528,529,559
529,559,560
529,530,560
530,560,561
530,531,561
531,561,562
531,532,562
532,562,563
532,533,563
533,563,564
533,534,564
534,564,565
534,535,565
535,565,566
535,536,566
536,566,567
536,537,567
537,567,568
537,538,568
538,568,569
538,539,569
539,569,570
539,540,570
540,570,571
540,541,571
541,571,572
541,542,572
542,572,573
542,543,573
543,573,574
543,544,574
544,574,575
544,545,575
545,575,576
545,546,576
546,576,577
546,547,577
547,577,578
547,548,578
548,578,579
548,549,579
549,579,580
549,550,580
550,580,581
550,551,581
551,581,582
551,552,582
552,582,583
552,553,583
553,583,584
553,554,584
554,584,585
554,555,585
555,585,586
555,556,586
556,586,587
556,557,587
557,587,588
558,559,589
559,589,590
559,560,590
560,590,591
560,561,591
561,591,592
561,562,592
562,592,593
562,563,593
563,593,594
563,564,594
564,594,595
564,565,595
565,595,596
565,566,596
566,596,597
566,567,597
567,597,598
567,568,598
568,598,599
568,569,599
569,599,600
569,570,600
570,600,601
570,571,601
571,601,602
571,572,602
572,602,603
572,573,603
573,603,604
573,574,604
574,604,605
574,575,605
575,605,606
575,576,606
576,606,607
576,577,607
577,607,608
577,578,608
578,608,609
578,579,609
579,609,610
579,580,610
580,610,611
580,581,611
581,611,612
581,582,612
582,612,613
582,583,613
583,613,614
583,584,614
584,614,615
584,585,615
585,615,616
585,586,616
586,616,617
586,587,617
587,617,618
587,588,618
588,618,619
589,590,620
590,620,621
590,591,621
591,621,622
591,592,622
592,622,623
592,593,623
593,623,624
593,594,624
594,624,625
594,595,625
595,625,626
595,596,626
596,626,627
596,597,627
597,627,628
597,598,628
598,628,629
598,599,629
599,629,630
599,600,630
600,630,631
600,601,631
601,631,632
601,602,632
602,632,633
602,603,633
603,633,634
603,604,634
604,634,635
604,605,635
605,635,636
605,606,636
606,636,637
606,607,637
607,637,638
607,608,638
608,638,639
608,609,639
609,639,640
609,610,640
610,640,641
610,611,641
611,641,642
611,612,642
612,642,643
612,613,643
613,643,644
613,614,644
614,644,645
614,615,645
615,645,646
615,616,646
616,646,647
616,617,647
617,647,648
617,618,648
618,648,649
618,619,649
619,649,650
620,621,651
621,651,652
621,622,652
622,652,653
622,623,653
623,653,654
623,624,654
624,654,655
624,625,655
625,655,656
625,626,656
626,656,657
626,627,657
627,657,658
627,628,658
628,658,659
628,629,659
629,659,660
629,630,660
630,660,661
630,631,661
631,661,662
631,632,662
632,662,663
632,633,663
633,663,664
633,634,664
634,664,665
634,635,665
635,665,666
635,636,666
636,666,667
636,637,667
637,667,668
637,638,668
638,668,669
638,639,669
639,669,670
639,640,670
640,670,671
640,641,671
641,671,672
641,642,672
642,672,673
642,643,673
643,673,674
643,644,674
644,674,675
644,645,675
645,675,676
645,646,676
646,676,677
646,647,677
647,677,678
647,648,678
648,678,679
648,649,679
649,679,680
649,650,680
650,680,681
651,652,682
652,682,683
652,653,683
653,683,684
653,654,684
654,684,685
654,655,685
655,685,686
655,656,686
656,686,687
656,657,687
657,687,688
657,658,688
658,688,689
658,659,689
659,689,690
659,660,690
660,690,691
660,661,691
661,691,692
661,662,692
662,692,693
662,663,693
663,693,694
663,664,694
664,694,695
664,665,695
665,695,696
665,666,696
666,696,697
666,667,697
667,697,698
667,668,698
668,698,699
668,669,699
669,699,700
669,670,700
670,700,701
670,671,701
671,701,702
671,672,702
672,702,703
672,673,703
673,703,704
673,674,704
674,704,705
674,675,705
675,705,706
675,676,706
676,706,707
676,677,707
677,707,708
677,678,708
678,708,709
678,679,709
679,709,710
679,680,710
680,710,711
680,681,711
681,711,712
682,683,713
683,713,714
683,684,714
684,714,715
684,685,715
685,715,716
685,686,716
686,716,717
686,687,717
687,717,718
687,688,718
688,718,719
688,689,719
689,719,720
689,690,720
690,720,721
690,691,721
691,721,722
691,692,722
692,722,723
692,693,723
693,723,724
693,694,724
694,724,725
694,695,725
695,725,726
695,696,726
696,726,727
696,697,727
697,727,728
697,698,728
698,728,729
698,699,729
699,729,730
699,700,730
700,730,731
700,701,731
701,731,732
701,702,732
702,732,733
702,703,733
703,733,734
703,704,734
704,734,735
704,705,735
705,735,736
705,706,736
706,736,737
706,707,737
707,737,738
707,708,738
708,738,739
708,709,739
709,739,740
709,710,740
710,740,741
710,711,741
711,741,742
711,712,742
712,742,743
713,714,744
714,744,745
714,715,745
715,745,746
715,716,746
716,746,747
716,717,747
717,747,748
717,718,748
718,748,749
718,719,749
719,749,750
719,720,750
720,750,751
720,721,751
721,751,752
721,722,752
722,752,753
722,723,753
723,753,754
723,724,754
724,754,755
724,725,755
725,755,756
725,726,756
726,756,757
726,727,757
727,757,758
727,728,758
728,758,759
728,729,759
729,759,760
729,730,760
730,760,761
730,731,761
731,761,762
731,732,762
732,762,763
732,733,763
733,763,764
733,734,764
734,764,765
734,735,765
735,765,766
735,736,766
736,766,767
736,737,767
737,767,768
737,738,768
738,768,769
738,739,769
739,769,770
739,740,770
740,770,771
740,741,771
741,771,772
741,742,772
742,772,773
742,743,773
743,773,774
744,745,775
745,775,776
745,746,776
746,776,777
746,747,777
747,777,778
747,748,778
748,778,779
748,749,779
749,779,780
749,750,780
750,780,781
750,751,781
751,781,782
751,752,782
752,782,783
752,753,783
753,783,784
753,754,784
754,784,785
754,755,785
755,785,786
755,756,786
756,786,787
756,757,787
757,787,788
757,758,788
758,788,789
758,759,789
759,789,790
759,760,790
760,790,791
760,761,791
761,791,792
761,762,792
762,792,793
762,763,793
763,793,794
763,764,794
764,794,795
764,765,795
765,795,796
765,766,796
766,796,797
766,767,797
767,797,798
767,768,798
768,798,799
768,769,799
769,799,800
769,770,800
770,800,801
770,771,801
771,801,802
771,772,802
772,802,803
772,773,803
773,803,804
773,774,804
774,804,805
775,776,806
776,806,807
776,777,807
777,807,808
777,778,808
778,808,809
778,779,809
779,809,810
779,780,810
780,810,811
780,781,811
781,811,812
781,782,812
782,812,813
782,783,813
783,813,814
783,784,814
784,814,815
784,785,815
785,815,816
785,786,816
786,816,817
786,787,817
787,817,818
787,788,818
788,818,819
788,789,819
789,819,820
789,790,820
790,820,821
790,791,821
791,821,822
791,792,822
792,822,823
792,793,823
793,823,824
793,794,824
794,824,825
794,795,825
795,825,826
795,796,826
796,826,827
796,797,827
797,827,828
797,798,828
798,828,829
798,799,829
799,829,830
799,800,830
800,830,831
800,801,831
801,831,832
801,802,832
802,832,833
802,803,833
803,833,834
803,804,834
804,834,835
804,805,835
805,835,836
806,807,837
807,837,838
807,808,838
808,838,839
808,809,839
809,839,840
809,810,840
810,840,841
810,811,841
811,841,842
811,812,842
812,842,843
812,813,843
813,843,844
813,814,844
814,844,845
814,815,845
815,845,846
815,816,846
816,846,847
816,817,847
817,847,848
817,818,848
818,848,849
818,819,849
819,849,850
819,820,850
820,850,851
820,821,851
821,851,852
821,822,852
822,852,853
822,823,853
823,853,854
823,824,854
824,854,855
824,825,855
825,855,856
825,826,856
826,856,857
826,827,857
827,857,858
827,828,858
828,858,859
828,829,859
829,859,860
829,830,860
830,860,861
830,831,861
831,861,862
831,832,862
832,862,863
832,833,863
833,863,864
833,834,864
834,864,865
834,835,865
835,865,866
835,836,866
836,866,867
837,838,868
838,868,869
838,839,869
839,869,870
839,840,870
840,870,871
840,841,871
841,871,872
841,842,872
842,872,873
842,843,873
843,873,874
843,844,874
844,874,875
844,845,875
845,875,876
845,846,876
846,876,877
846,847,877
847,877,878
847,848,878
848,878,879
848,849,879
849,879,880
849,850,880
850,880,881
850,851,881
851,881,882
851,852,882
852,882,883
852,853,883
853,883,884
853,854,884
854,884,885
854,855,885
855,885,886
855,856,886
856,886,887
856,857,887
857,887,888
857,858,888
858,888,889
858,859,889
859,889,890
859,860,890
860,890,891
860,861,891
861,891,892
861,862,892
862,892,893
862,863,893
863,893,894
863,864,894
864,894,895
864,865,895
865,895,896
865,866,896
866,896,897
866,867,897
867,897,898
868,869,899
869,899,900
869,870,900
870,900,901
870,871,901
871,901,902
871,872,902
872,902,903
872,873,903
873,903,904
873,874,904
874,904,905
874,875,905
875,905,906
875,876,906
876,906,907
876,877,907
877,907,908
877,878,908
878,908,909
878,879,909
879,909,910
879,880,910
880,910,911
880,881,911
881,911,912
881,882,912
882,912,913
882,883,913
883,913,914
883,884,914
884,914,915
884,885,915
885,915,916
885,886,916
886,916,917
886,887,917
887,917,918
887,888,918
888,918,919
888,889,919
889,919,920
889,890,920
890,920,921
890,891,921
891,921,922
891,892,922
892,922,923
892,893,923
893,923,924
893,894,924
894,924,925
894,895,925
895,925,926
895,896,926
896,926,927
896,897,927
897,927,928
897,898,928
898,928,929
899,900,930
900,930,931
900,901,931
901,931,932
901,902,932
902,932,933
902,903,933
903,933,934
903,904,934
904,934,935
904,905,935
905,935,936
905,906,936
906,936,937
906,907,937
907,937,938
907,908,938
908,938,939
908,909,939
909,939,940
909,910,940
910,940,941
910,911,941
911,941,942
911,912,942
912,942,943
912,913,943
913,943,944
913,914,944
914,944,945
914,915,945
915,945,946
915,916,946
916,946,947
916,917,947
917,947,948
917,918,948
918,948,949
918,919,949
919,949,950
919,920,950
920,950,951
920,921,951
921,951,952
921,922,952
922,952,953
922,923,953
923,953,954
923,924,954
924,954,955
924,925,955
925,955,956
925,926,956
926,956,957
926,927,957
927,957,958
927,928,958
928,958,959
928,929,959
929,959,960
